seam_id,profile,voltage_mean,voltage_std,voltage_min,voltage_max,current_amp_mean,current_amp_std,current_amp_min,current_amp_max,wire_feed_mean,wire_feed_std,wire_feed_min,wire_feed_max,travel_speed_mean,travel_speed_std,travel_speed_min,travel_speed_max,torque_percent_mean,torque_percent_std,torque_percent_min,torque_percent_max,temperature_c_mean,temperature_c_std,temperature_c_min,temperature_c_max,gas_flow_mean,gas_flow_std,gas_flow_min,gas_flow_max,trueLabel,modelPrediction,defectRiskProbability,threshold,agree
91,CURRENT_UNSTABLE,27.79,0.494,27.1,28.499,234.553,21.063,156.434,317.618,8.597,0.176,8.35,8.85,41.975,1.271,40.2,43.798,47.917,4.236,42.001,53.993,52.966,1.765,50.5,55.497,18.016,0.502,16.935,19.052,DEFECT_RISK,DEFECT_RISK,0.4766,0.35,True
92,CURRENT_UNSTABLE,27.805,0.498,27.1,28.5,233.799,19.952,175.89,290.469,8.602,0.178,8.35,8.85,42.012,1.281,40.2,43.8,48.039,4.27,42.0,54.0,53.016,1.779,50.5,55.5,17.977,0.503,17.023,18.96,DEFECT_RISK,DEFECT_RISK,0.4219,0.35,True
93,CURRENT_UNSTABLE,27.788,0.491,27.1,28.5,241.223,29.593,143.508,315.148,8.596,0.175,8.35,8.85,41.969,1.263,40.201,43.799,47.897,4.211,42.004,53.997,52.957,1.755,50.502,55.499,17.955,0.479,16.672,18.957,DEFECT_RISK,DEFECT_RISK,0.4783,0.35,True
94,CURRENT_UNSTABLE,27.802,0.499,27.1,28.5,243.205,29.81,150.745,335.618,8.601,0.178,8.35,8.85,42.004,1.284,40.201,43.799,48.014,4.279,42.004,53.997,53.006,1.783,50.501,55.499,18.025,0.41,17.29,18.888,DEFECT_RISK,DEFECT_RISK,0.6306,0.35,True
95,CURRENT_UNSTABLE,27.811,0.492,27.1,28.499,239.082,32.574,160.579,373.499,8.604,0.176,8.35,8.85,42.029,1.265,40.2,43.797,48.098,4.217,42.0,53.99,53.041,1.757,50.5,55.496,18.083,0.563,17.028,19.25,DEFECT_RISK,DEFECT_RISK,0.6015,0.35,True
96,CURRENT_UNSTABLE,27.8,0.499,27.101,28.5,234.632,33.638,94.245,324.378,8.6,0.178,8.35,8.85,41.999,1.284,40.203,43.8,47.996,4.28,42.011,54.0,52.998,1.783,50.505,55.5,17.963,0.505,16.933,18.875,DEFECT_RISK,DEFECT_RISK,0.6279,0.35,True
97,CURRENT_UNSTABLE,27.789,0.493,27.1,28.499,240.835,20.304,199.005,338.421,8.596,0.176,8.35,8.85,41.973,1.268,40.2,43.798,47.909,4.226,42.001,53.993,52.962,1.761,50.5,55.497,17.961,0.551,16.936,19.051,DEFECT_RISK,DEFECT_RISK,0.5604,0.35,True
98,CURRENT_UNSTABLE,27.81,0.494,27.101,28.5,237.495,25.797,155.607,313.407,8.603,0.176,8.35,8.85,42.025,1.271,40.202,43.8,48.083,4.235,42.008,54.0,53.035,1.765,50.503,55.5,17.971,0.569,16.896,19.185,DEFECT_RISK,DEFECT_RISK,0.4582,0.35,True
99,CURRENT_UNSTABLE,27.813,0.49,27.102,28.5,236.554,28.534,138.839,322.618,8.605,0.175,8.351,8.85,42.032,1.261,40.205,43.8,48.108,4.203,42.016,54.0,53.045,1.751,50.507,55.5,18.033,0.482,17.111,19.107,DEFECT_RISK,DEFECT_RISK,0.6063,0.35,True
100,CURRENT_UNSTABLE,27.787,0.49,27.1,28.497,243.59,22.91,202.815,336.382,8.595,0.175,8.35,8.849,41.968,1.261,40.201,43.792,47.892,4.203,42.003,53.972,52.955,1.751,50.501,55.488,18.002,0.583,17.04,19.477,DEFECT_RISK,DEFECT_RISK,0.5678,0.35,True
101,CURRENT_UNSTABLE,27.803,0.499,27.101,28.5,234.521,20.903,170.016,288.409,8.601,0.178,8.35,8.85,42.009,1.282,40.202,43.8,48.029,4.275,42.006,53.999,53.012,1.781,50.502,55.499,18.069,0.497,16.891,19.069,DEFECT_RISK,DEFECT_RISK,0.4775,0.35,True
102,CURRENT_UNSTABLE,27.793,0.497,27.101,28.5,235.235,25.286,143.088,312.014,8.598,0.177,8.35,8.85,41.983,1.278,40.203,43.8,47.943,4.259,42.011,54.0,52.976,1.774,50.505,55.5,17.913,0.489,16.858,18.972,DEFECT_RISK,DEFECT_RISK,0.5148,0.35,True
103,CURRENT_UNSTABLE,27.79,0.494,27.101,28.5,245.38,25.563,170.757,343.475,8.596,0.176,8.35,8.85,41.974,1.269,40.202,43.8,47.913,4.231,42.006,53.999,52.964,1.763,50.503,55.5,18.001,0.514,17.069,19.115,DEFECT_RISK,DEFECT_RISK,0.6118,0.35,True
104,CURRENT_UNSTABLE,27.811,0.492,27.1,28.5,244.337,25.192,182.793,325.138,8.604,0.176,8.35,8.85,42.029,1.266,40.2,43.8,48.096,4.22,42.001,53.999,53.04,1.758,50.5,55.5,18.034,0.522,17.079,19.217,DEFECT_RISK,DEFECT_RISK,0.5766,0.35,True
105,CURRENT_UNSTABLE,27.791,0.495,27.1,28.5,233.858,22.634,116.595,284.341,8.597,0.177,8.35,8.85,41.976,1.272,40.2,43.8,47.921,4.24,42.0,54.0,52.967,1.767,50.5,55.5,18.041,0.498,16.906,19.035,DEFECT_RISK,DEFECT_RISK,0.479,0.35,True
106,CURRENT_UNSTABLE,27.813,0.49,27.101,28.5,236.032,29.198,146.189,334.71,8.605,0.175,8.35,8.85,42.032,1.261,40.203,43.8,48.108,4.203,42.012,54.0,53.045,1.751,50.505,55.5,17.988,0.494,17.007,18.865,DEFECT_RISK,DEFECT_RISK,0.6269,0.35,True
107,CURRENT_UNSTABLE,27.812,0.491,27.1,28.5,235.949,20.406,155.048,279.821,8.604,0.175,8.35,8.85,42.032,1.262,40.2,43.8,48.105,4.208,42.001,54.0,53.044,1.753,50.5,55.5,18.02,0.503,16.93,18.998,DEFECT_RISK,DEFECT_RISK,0.476,0.35,True
108,CURRENT_UNSTABLE,27.803,0.499,27.101,28.5,236.61,15.04,192.899,282.968,8.601,0.178,8.35,8.85,42.009,1.282,40.201,43.799,48.029,4.275,42.005,53.998,53.012,1.781,50.502,55.499,18.004,0.462,17.141,19.028,DEFECT_RISK,DEFECT_RISK,0.3881,0.35,True
109,CURRENT_UNSTABLE,27.789,0.492,27.1,28.5,234.597,25.27,167.036,315.121,8.596,0.176,8.35,8.85,41.971,1.266,40.2,43.8,47.904,4.22,42.0,54.0,52.96,1.758,50.5,55.5,18.0,0.532,16.978,18.998,DEFECT_RISK,DEFECT_RISK,0.4916,0.35,True
110,CURRENT_UNSTABLE,27.787,0.49,27.101,28.5,234.186,33.945,105.781,306.459,8.596,0.175,8.35,8.85,41.968,1.261,40.203,43.8,47.892,4.204,42.01,54.0,52.955,1.752,50.504,55.5,18.037,0.504,17.092,19.115,DEFECT_RISK,DEFECT_RISK,0.4963,0.35,True
111,CURRENT_UNSTABLE,27.789,0.493,27.1,28.499,243.741,24.245,180.926,344.147,8.596,0.176,8.35,8.85,41.972,1.268,40.2,43.797,47.908,4.225,42.0,53.989,52.962,1.76,50.5,55.495,18.035,0.475,16.998,19.065,DEFECT_RISK,DEFECT_RISK,0.575,0.35,True
112,CURRENT_UNSTABLE,27.792,0.496,27.1,28.5,238.627,30.43,141.862,308.908,8.597,0.177,8.35,8.85,41.98,1.276,40.201,43.8,47.935,4.253,42.002,53.998,52.973,1.772,50.501,55.499,17.964,0.558,17.123,19.078,DEFECT_RISK,DEFECT_RISK,0.4693,0.35,True
113,CURRENT_UNSTABLE,27.797,0.499,27.101,28.5,238.09,16.516,162.375,291.842,8.599,0.178,8.35,8.85,41.993,1.283,40.202,43.8,47.978,4.277,42.005,53.998,52.991,1.782,50.502,55.499,18.036,0.485,16.827,19.172,DEFECT_RISK,DEFECT_RISK,0.4478,0.35,True
114,CURRENT_UNSTABLE,27.798,0.499,27.1,28.499,243.357,25.641,194.424,322.963,8.599,0.178,8.35,8.85,41.994,1.283,40.2,43.798,47.98,4.278,42.001,53.993,52.992,1.782,50.5,55.497,17.974,0.466,17.062,18.979,DEFECT_RISK,DEFECT_RISK,0.5818,0.35,True
115,CURRENT_UNSTABLE,27.808,0.496,27.101,28.5,241.038,24.398,164.242,317.683,8.603,0.177,8.35,8.85,42.02,1.275,40.203,43.8,48.068,4.25,42.009,54.0,53.028,1.771,50.504,55.5,17.99,0.549,16.951,18.995,DEFECT_RISK,DEFECT_RISK,0.471,0.35,True
116,CURRENT_UNSTABLE,27.8,0.499,27.1,28.5,240.686,25.944,168.486,318.234,8.6,0.178,8.35,8.85,42.0,1.284,40.201,43.799,48.0,4.28,42.003,53.997,53.0,1.783,50.501,55.499,18.051,0.5,16.842,18.962,DEFECT_RISK,DEFECT_RISK,0.4741,0.35,True
117,CURRENT_UNSTABLE,27.812,0.491,27.1,28.5,237.385,18.203,169.873,288.886,8.604,0.175,8.35,8.85,42.032,1.262,40.201,43.799,48.106,4.206,42.003,53.997,53.044,1.753,50.501,55.499,17.969,0.544,16.971,19.306,DEFECT_RISK,DEFECT_RISK,0.4419,0.35,True
118,CURRENT_UNSTABLE,27.81,0.494,27.1,28.499,237.768,23.32,160.708,299.269,8.604,0.176,8.35,8.85,42.026,1.269,40.2,43.798,48.087,4.23,42.0,53.992,53.036,1.763,50.5,55.497,17.964,0.566,16.642,19.149,DEFECT_RISK,DEFECT_RISK,0.4562,0.35,True
119,CURRENT_UNSTABLE,27.794,0.497,27.1,28.499,236.669,22.842,164.285,307.127,8.598,0.178,8.35,8.85,41.985,1.279,40.2,43.798,47.95,4.264,42.0,53.992,52.979,1.777,50.5,55.497,18.061,0.479,17.018,19.174,DEFECT_RISK,DEFECT_RISK,0.4436,0.35,True
120,GAS_FLOW_UNSTABLE,27.8,0.499,27.1,28.499,238.238,8.647,221.408,252.991,8.6,0.178,8.35,8.85,42.001,1.284,40.2,43.798,48.002,4.28,42.001,53.993,53.001,1.783,50.5,55.497,13.882,5.934,3.283,19.082,DEFECT_RISK,PASS,0.3289,0.35,False
121,GAS_FLOW_UNSTABLE,27.792,0.496,27.1,28.499,238.042,8.506,221.157,254.034,8.597,0.177,8.35,8.85,41.979,1.274,40.201,43.799,47.929,4.247,42.002,53.996,52.97,1.77,50.501,55.498,13.414,6.05,3.02,18.878,DEFECT_RISK,PASS,0.322,0.35,False
122,GAS_FLOW_UNSTABLE,27.797,0.499,27.101,28.5,238.778,8.617,223.104,257.498,8.599,0.178,8.35,8.85,41.992,1.283,40.202,43.8,47.974,4.276,42.008,53.999,52.989,1.782,50.503,55.5,14.021,5.799,3.078,18.852,DEFECT_RISK,PASS,0.3281,0.35,False
123,GAS_FLOW_UNSTABLE,27.812,0.492,27.101,28.5,237.832,8.973,219.811,253.689,8.604,0.176,8.35,8.85,42.03,1.264,40.203,43.8,48.101,4.213,42.009,54.0,53.042,1.756,50.504,55.5,14.399,5.806,3.047,19.362,DEFECT_RISK,DEFECT_RISK,0.3821,0.35,True
124,GAS_FLOW_UNSTABLE,27.812,0.492,27.101,28.5,238.549,8.206,222.125,252.477,8.604,0.176,8.35,8.85,42.03,1.264,40.204,43.8,48.101,4.213,42.012,54.0,53.042,1.755,50.505,55.5,14.213,5.858,3.071,19.112,DEFECT_RISK,PASS,0.3168,0.35,False
125,GAS_FLOW_UNSTABLE,27.813,0.49,27.102,28.5,238.218,7.613,223.122,252.506,8.605,0.175,8.351,8.85,42.032,1.261,40.206,43.8,48.108,4.203,42.021,53.999,53.045,1.751,50.509,55.5,14.076,5.758,3.602,19.04,DEFECT_RISK,PASS,0.3103,0.35,False
126,GAS_FLOW_UNSTABLE,27.798,0.499,27.1,28.499,237.939,8.507,220.121,254.62,8.599,0.178,8.35,8.85,41.995,1.283,40.2,43.797,47.982,4.278,42.0,53.989,52.992,1.783,50.5,55.496,12.914,6.3,3.022,19.258,DEFECT_RISK,PASS,0.3255,0.35,False
127,GAS_FLOW_UNSTABLE,27.803,0.499,27.1,28.499,238.012,8.82,220.986,260.695,8.601,0.178,8.35,8.85,42.007,1.283,40.2,43.797,48.024,4.277,42.0,53.991,53.01,1.782,50.5,55.496,13.876,5.904,3.463,18.97,DEFECT_RISK,PASS,0.3279,0.35,False
128,GAS_FLOW_UNSTABLE,27.791,0.495,27.1,28.5,237.123,8.953,214.025,257.144,8.597,0.177,8.35,8.85,41.977,1.272,40.2,43.8,47.922,4.241,42.001,53.999,52.968,1.767,50.5,55.5,11.711,6.358,3.253,19.047,DEFECT_RISK,DEFECT_RISK,0.3737,0.35,True
129,GAS_FLOW_UNSTABLE,27.813,0.49,27.1,28.499,238.784,8.281,221.584,255.809,8.604,0.175,8.35,8.85,42.032,1.261,40.2,43.798,48.108,4.204,42.001,53.995,53.045,1.752,50.501,55.498,13.918,5.859,3.121,19.115,DEFECT_RISK,PASS,0.3152,0.35,False
130,GAS_FLOW_UNSTABLE,27.809,0.494,27.1,28.5,238.284,8.436,222.585,256.196,8.603,0.177,8.35,8.85,42.024,1.271,40.201,43.799,48.081,4.237,42.003,53.997,53.034,1.765,50.501,55.499,14.005,5.781,3.088,18.959,DEFECT_RISK,PASS,0.3156,0.35,False
131,GAS_FLOW_UNSTABLE,27.804,0.498,27.1,28.5,237.875,8.181,222.772,252.685,8.602,0.178,8.35,8.85,42.012,1.281,40.2,43.8,48.038,4.271,42.0,54.0,53.016,1.779,50.5,55.5,14.737,5.561,3.033,19.217,DEFECT_RISK,PASS,0.3141,0.35,False
132,GAS_FLOW_UNSTABLE,27.788,0.491,27.1,28.5,238.291,9.099,222.492,259.71,8.596,0.175,8.35,8.85,41.968,1.262,40.2,43.8,47.894,4.207,42.0,54.0,52.956,1.753,50.5,55.5,12.184,6.286,3.276,19.184,DEFECT_RISK,DEFECT_RISK,0.4265,0.35,True
133,GAS_FLOW_UNSTABLE,27.812,0.491,27.1,28.499,238.569,8.705,220.899,259.279,8.604,0.175,8.35,8.85,42.031,1.263,40.2,43.798,48.103,4.211,42.001,53.994,53.043,1.754,50.501,55.497,13.765,5.753,3.411,19.39,DEFECT_RISK,PASS,0.3237,0.35,False
134,GAS_FLOW_UNSTABLE,27.788,0.491,27.101,28.5,238.224,8.73,222.359,254.926,8.596,0.175,8.35,8.85,41.969,1.263,40.203,43.8,47.896,4.209,42.009,54.0,52.957,1.754,50.504,55.5,14.249,5.569,3.473,19.253,DEFECT_RISK,PASS,0.3243,0.35,False
135,GAS_FLOW_UNSTABLE,27.812,0.491,27.101,28.5,237.962,8.862,222.296,255.044,8.604,0.175,8.35,8.85,42.032,1.262,40.203,43.8,48.107,4.205,42.011,54.0,53.044,1.752,50.505,55.5,13.362,6.219,3.218,19.005,DEFECT_RISK,PASS,0.3243,0.35,False
136,GAS_FLOW_UNSTABLE,27.787,0.49,27.1,28.498,237.413,8.286,223.61,253.858,8.595,0.175,8.35,8.849,41.968,1.261,40.2,43.794,47.892,4.203,42.001,53.979,52.955,1.751,50.5,55.491,14.767,5.377,3.716,18.863,DEFECT_RISK,PASS,0.3158,0.35,False
137,GAS_FLOW_UNSTABLE,27.805,0.498,27.1,28.499,237.233,8.752,222.188,254.581,8.602,0.178,8.35,8.85,42.014,1.28,40.2,43.797,48.045,4.267,42.0,53.989,53.019,1.778,50.5,55.495,13.249,6.012,3.28,19.078,DEFECT_RISK,PASS,0.3228,0.35,False
138,GAS_FLOW_UNSTABLE,27.799,0.499,27.1,28.5,238.22,8.738,220.585,257.571,8.6,0.178,8.35,8.85,41.997,1.284,40.2,43.8,47.991,4.28,42.0,53.999,52.996,1.783,50.5,55.5,14.042,6.074,3.237,18.905,DEFECT_RISK,PASS,0.3281,0.35,False
139,GAS_FLOW_UNSTABLE,27.798,0.499,27.1,28.5,237.997,8.35,220.702,254.291,8.599,0.178,8.35,8.85,41.994,1.283,40.201,43.799,47.979,4.277,42.004,53.997,52.991,1.782,50.501,55.499,14.004,5.921,3.104,19.128,DEFECT_RISK,PASS,0.319,0.35,False
140,GAS_FLOW_UNSTABLE,27.811,0.493,27.1,28.5,238.631,8.06,223.91,256.153,8.604,0.176,8.35,8.85,42.027,1.268,40.201,43.799,48.09,4.227,42.003,53.997,53.038,1.761,50.501,55.499,14.339,5.59,3.305,18.823,DEFECT_RISK,PASS,0.3169,0.35,False
141,GAS_FLOW_UNSTABLE,27.787,0.49,27.101,28.5,237.469,9.058,221.118,253.374,8.596,0.175,8.35,8.85,41.968,1.261,40.202,43.8,47.892,4.204,42.008,53.999,52.955,1.752,50.503,55.5,13.031,6.349,3.087,19.017,DEFECT_RISK,DEFECT_RISK,0.4246,0.35,True
142,GAS_FLOW_UNSTABLE,27.798,0.499,27.1,28.5,238.713,9.243,222.805,256.628,8.599,0.178,8.35,8.85,41.994,1.283,40.201,43.799,47.979,4.277,42.003,53.997,52.991,1.782,50.501,55.499,12.382,6.231,3.207,18.905,DEFECT_RISK,DEFECT_RISK,0.4303,0.35,True
143,GAS_FLOW_UNSTABLE,27.807,0.496,27.1,28.5,238.19,8.548,220.891,252.673,8.603,0.177,8.35,8.85,42.018,1.277,40.2,43.8,48.062,4.255,42.001,53.999,53.026,1.773,50.5,55.5,14.847,5.482,3.528,18.959,DEFECT_RISK,PASS,0.324,0.35,False
144,GAS_FLOW_UNSTABLE,27.79,0.494,27.1,28.5,238.063,8.898,223.697,253.689,8.596,0.176,8.35,8.85,41.974,1.27,40.201,43.799,47.914,4.232,42.003,53.997,52.964,1.763,50.501,55.499,14.116,5.772,3.236,18.877,DEFECT_RISK,PASS,0.3436,0.35,False
145,GAS_FLOW_UNSTABLE,27.811,0.492,27.1,28.499,238.67,8.552,221.574,255.948,8.604,0.176,8.35,8.85,42.029,1.265,40.2,43.798,48.098,4.218,42.001,53.994,53.041,1.757,50.5,55.497,15.042,5.456,3.062,19.012,DEFECT_RISK,PASS,0.321,0.35,False
146,GAS_FLOW_UNSTABLE,27.799,0.499,27.101,28.5,238.194,8.482,223.953,254.479,8.6,0.178,8.35,8.85,41.998,1.284,40.202,43.8,47.995,4.28,42.007,53.999,52.998,1.783,50.503,55.5,13.337,6.069,3.155,18.937,DEFECT_RISK,PASS,0.3255,0.35,False
147,GAS_FLOW_UNSTABLE,27.808,0.495,27.1,28.499,237.485,8.448,215.842,252.583,8.603,0.177,8.35,8.85,42.022,1.274,40.2,43.798,48.073,4.246,42.001,53.992,53.03,1.769,50.5,55.497,12.802,6.331,3.366,19.084,DEFECT_RISK,PASS,0.3133,0.35,False
148,GAS_FLOW_UNSTABLE,27.795,0.498,27.1,28.5,238.101,9.142,221.825,257.184,8.598,0.178,8.35,8.85,41.988,1.281,40.2,43.8,47.96,4.27,42.001,53.999,52.983,1.779,50.5,55.499,14.486,5.686,3.366,18.929,DEFECT_RISK,DEFECT_RISK,0.4288,0.35,True
149,GAS_FLOW_UNSTABLE,27.8,0.499,27.1,28.5,237.916,7.82,223.627,252.922,8.6,0.178,8.35,8.85,42.0,1.284,40.201,43.799,48.0,4.28,42.003,53.997,53.0,1.783,50.501,55.499,14.133,5.997,3.042,19.215,DEFECT_RISK,PASS,0.3161,0.35,False
150,GAS_FLOW_UNSTABLE,27.789,0.493,27.1,28.499,238.605,8.417,223.283,255.621,8.596,0.176,8.35,8.85,41.972,1.267,40.2,43.797,47.908,4.225,42.0,53.989,52.962,1.76,50.5,55.495,12.578,6.231,3.015,18.961,DEFECT_RISK,PASS,0.3185,0.35,False
151,GAS_FLOW_UNSTABLE,27.801,0.499,27.1,28.5,238.47,7.926,224.188,252.519,8.6,0.178,8.35,8.85,42.002,1.284,40.201,43.799,48.007,4.28,42.003,53.996,53.003,1.783,50.501,55.498,12.998,6.373,3.222,19.139,DEFECT_RISK,PASS,0.3182,0.35,False
152,GAS_FLOW_UNSTABLE,27.79,0.494,27.101,28.5,238.166,9.168,221.388,253.35,8.596,0.176,8.35,8.85,41.974,1.269,40.203,43.8,47.913,4.23,42.009,54.0,52.964,1.763,50.504,55.5,12.633,6.25,3.121,19.005,DEFECT_RISK,DEFECT_RISK,0.4288,0.35,True
153,GAS_FLOW_UNSTABLE,27.79,0.494,27.1,28.499,237.975,8.793,221.032,258.616,8.596,0.176,8.35,8.85,41.975,1.27,40.2,43.797,47.916,4.234,42.0,53.99,52.965,1.764,50.5,55.496,13.498,5.963,3.276,18.683,DEFECT_RISK,PASS,0.3246,0.35,False
154,GAS_FLOW_UNSTABLE,27.796,0.498,27.1,28.5,239.02,9.25,222.795,258.299,8.598,0.178,8.35,8.85,41.989,1.281,40.2,43.8,47.963,4.271,42.0,54.0,52.985,1.78,50.5,55.5,13.274,6.164,3.138,19.011,DEFECT_RISK,DEFECT_RISK,0.4288,0.35,True
155,GAS_FLOW_UNSTABLE,27.797,0.499,27.101,28.5,237.635,9.351,216.874,259.745,8.599,0.178,8.35,8.85,41.993,1.283,40.204,43.8,47.975,4.276,42.012,54.0,52.99,1.782,50.505,55.5,14.953,5.289,4.341,18.929,DEFECT_RISK,DEFECT_RISK,0.4296,0.35,True
156,GAS_FLOW_UNSTABLE,27.798,0.499,27.1,28.499,237.592,7.814,223.236,253.319,8.599,0.178,8.35,8.85,41.994,1.283,40.2,43.798,47.98,4.278,42.001,53.994,52.992,1.782,50.501,55.498,13.346,6.079,3.364,18.934,DEFECT_RISK,PASS,0.3136,0.35,False
157,GAS_FLOW_UNSTABLE,27.813,0.491,27.1,28.5,238.193,8.478,219.429,255.759,8.604,0.175,8.35,8.85,42.032,1.261,40.201,43.799,48.107,4.205,42.004,53.998,53.045,1.752,50.502,55.499,13.313,6.157,3.02,19.165,DEFECT_RISK,PASS,0.3197,0.35,False
158,GAS_FLOW_UNSTABLE,27.792,0.495,27.101,28.5,237.707,9.611,219.806,257.047,8.597,0.177,8.35,8.85,41.978,1.274,40.202,43.8,47.928,4.246,42.006,53.999,52.97,1.769,50.502,55.499,12.014,6.341,3.011,19.086,DEFECT_RISK,DEFECT_RISK,0.4328,0.35,True
159,GAS_FLOW_UNSTABLE,27.81,0.494,27.101,28.5,239.742,8.29,224.276,256.538,8.604,0.176,8.35,8.85,42.025,1.27,40.202,43.8,48.085,4.233,42.008,53.999,53.035,1.764,50.503,55.5,12.818,6.093,3.063,18.982,DEFECT_RISK,PASS,0.3311,0.35,False
160,WELD_QUALITY_DRIFT_LIKE,33.977,3.075,29.426,38.539,179.24,41.174,115.434,242.918,8.596,0.175,8.35,8.85,41.969,1.263,40.201,43.799,47.898,4.211,42.003,53.997,52.957,1.755,50.501,55.499,17.99,0.421,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.8986,0.35,True
161,WELD_QUALITY_DRIFT_LIKE,33.947,3.273,28.878,38.768,179.273,41.497,116.705,237.416,8.598,0.177,8.35,8.85,41.982,1.277,40.202,43.8,47.942,4.258,42.008,53.999,52.976,1.774,50.503,55.5,17.994,0.426,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.9404,0.35,True
162,WELD_QUALITY_DRIFT_LIKE,33.939,3.159,28.84,38.935,180.014,41.827,119.252,240.159,8.602,0.178,8.35,8.85,42.012,1.281,40.2,43.8,48.04,4.27,42.002,53.999,53.017,1.779,50.501,55.499,18.004,0.427,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9371,0.35,True
163,WELD_QUALITY_DRIFT_LIKE,33.917,3.218,28.902,39.168,179.087,40.605,120.916,239.602,8.596,0.175,8.35,8.85,41.968,1.262,40.2,43.797,47.893,4.205,42.0,53.988,52.956,1.752,50.5,55.495,17.989,0.421,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.9396,0.35,True
164,WELD_QUALITY_DRIFT_LIKE,34.013,3.181,28.775,38.966,181.014,41.317,120.044,238.681,8.602,0.178,8.35,8.85,42.013,1.281,40.201,43.799,48.042,4.269,42.003,53.996,53.017,1.779,50.501,55.499,18.004,0.427,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9391,0.35,True
165,WELD_QUALITY_DRIFT_LIKE,34.091,3.194,29.21,39.046,180.979,40.801,119.718,243.672,8.604,0.175,8.351,8.85,42.032,1.262,40.204,43.8,48.107,4.205,42.012,54.0,53.044,1.752,50.505,55.5,18.011,0.421,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.8916,0.35,True
166,WELD_QUALITY_DRIFT_LIKE,34.077,3.246,29.406,39.366,181.171,41.516,120.006,240.827,8.602,0.178,8.35,8.85,42.013,1.281,40.2,43.798,48.043,4.268,42.001,53.994,53.018,1.779,50.501,55.498,18.004,0.427,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.9371,0.35,True
167,WELD_QUALITY_DRIFT_LIKE,34.023,3.307,28.945,39.32,179.283,41.32,118.687,242.087,8.597,0.176,8.35,8.85,41.975,1.271,40.2,43.798,47.918,4.236,42.001,53.994,52.966,1.765,50.5,55.497,17.992,0.424,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.8986,0.35,True
168,WELD_QUALITY_DRIFT_LIKE,34.044,3.199,28.391,38.45,181.351,40.902,117.292,243.078,8.604,0.175,8.35,8.85,42.032,1.262,40.201,43.799,48.106,4.206,42.005,53.998,53.044,1.752,50.502,55.499,18.011,0.421,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.8126,0.35,True
169,WELD_QUALITY_DRIFT_LIKE,33.931,3.239,28.622,39.724,180.795,41.811,116.911,239.74,8.602,0.178,8.35,8.85,42.016,1.279,40.202,43.799,48.053,4.262,42.005,53.998,53.022,1.776,50.502,55.499,18.005,0.426,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.9384,0.35,True
170,WELD_QUALITY_DRIFT_LIKE,33.959,3.217,29.252,39.069,179.508,41.664,118.769,238.798,8.598,0.178,8.35,8.85,41.986,1.28,40.201,43.799,47.953,4.266,42.005,53.998,52.98,1.777,50.502,55.499,17.995,0.427,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9391,0.35,True
171,WELD_QUALITY_DRIFT_LIKE,33.928,3.168,28.518,38.663,179.473,40.51,119.271,240.123,8.596,0.176,8.35,8.85,41.971,1.265,40.201,43.799,47.903,4.218,42.003,53.997,52.96,1.758,50.501,55.499,17.99,0.422,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9396,0.35,True
172,WELD_QUALITY_DRIFT_LIKE,34.045,3.336,28.892,39.201,181.16,40.992,116.927,240.307,8.602,0.178,8.35,8.85,42.012,1.281,40.201,43.799,48.041,4.269,42.002,53.998,53.017,1.779,50.501,55.499,18.004,0.427,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9371,0.35,True
173,WELD_QUALITY_DRIFT_LIKE,34.12,3.342,29.252,39.318,180.787,41.375,118.503,242.271,8.602,0.177,8.35,8.85,42.017,1.277,40.2,43.798,48.058,4.258,42.0,53.992,53.024,1.774,50.5,55.497,18.006,0.426,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.8974,0.35,True
174,WELD_QUALITY_DRIFT_LIKE,33.916,3.294,28.45,39.311,179.538,41.369,119.144,241.353,8.598,0.177,8.35,8.85,41.983,1.278,40.202,43.8,47.944,4.26,42.008,53.999,52.977,1.775,50.503,55.5,17.994,0.426,17.401,18.6,DEFECT_RISK,DEFECT_RISK,0.9174,0.35,True
175,WELD_QUALITY_DRIFT_LIKE,34.061,3.33,29.173,39.245,180.173,40.839,119.601,240.476,8.601,0.178,8.35,8.85,42.008,1.283,40.201,43.799,48.028,4.275,42.002,53.996,53.011,1.781,50.501,55.498,18.003,0.428,17.4,18.6,DEFECT_RISK,DEFECT_RISK,0.9371,0.35,True
176,WELD_QUALITY_DRIFT_LIKE,33.875,3.297,28.612,39.177,179.018,41.064,121.569,243.765,8.596,0.176,8.35,8.85,41.97,1.264,40.201,43.798,47.9,4.214,42.002,53.995,52.958,1.756,50.501,55.498,17.99,0.421,17.4,18.599,DEFECT_RISK,DEFECT_RISK,0.8948,0.35,True
